73.184,73.38
73.21309652,73.40831451
73.24316465,73.44061277
73.27742909,73.47521017
73.29491561,73.52320864
73.32007314,73.56831403
73.35457249,73.59931255
73.37624963,73.62736197
73.41399442,73.66195789
73.44284539,73.69267662
73.4585642,73.72774658
73.4925816,73.76047129
73.51704102,73.79338384
73.5542264,73.82974783
73.57264656,73.85817614
73.59047029,73.88233273
73.61711907,73.9164676
73.65358652,73.94797401
73.68222728,73.97581852
73.71138901,73.99999782
73.74000289,74.032184
73.75436087,74.07806699
73.78016723,74.10328785
73.80531918,74.1278926
73.83448295,74.15435157
73.86785985,74.1821324
73.89835477,74.22602106
73.92250257,74.26646035
73.94867671,74.29870112
73.97648229,74.32498618
74.00234599,74.36949502
74.0334551,74.39015911
74.06240976,74.4189397
74.09696388,74.46301909
74.13503727,74.49840947
74.17634949,74.53027271
74.19800826,74.55933271
74.22619619,74.59285596
74.24816841,74.61584776
74.2739373,74.64094911
74.29682543,74.66897709
74.33209852,74.69358782
74.35468946,74.71996894
74.38460442,74.75675058
74.4135439,74.79013183
74.43299428,74.82379384
74.46616984,74.84501971
74.48568929,74.87082028
74.51667315,74.90226774
74.52914387,74.94597079
74.55874401,74.98508912
74.58985688,75.01848064
74.62187532,75.05364786
74.64133493,75.08778934
74.66181173,75.11719598
74.68410114,75.14761232
74.71716564,75.1818062
74.74474055,75.22785678
74.77027609,75.26228735
74.78955617,75.29880712
74.80884545,75.33887912
74.8266795,75.35851318
74.85148121,75.38693146
74.8893467,75.40699539
74.9196938,75.44100501
74.94702936,75.47504466
74.97353076,75.5193795
75.00081665,75.55073358
75.0323228,75.5766612
75.06476063,75.60918362
75.09639443,75.64798169
75.12842071,75.6829898
75.15987929,75.72310148
75.18695164,75.765666
75.21512299,75.79857736
75.25155503,75.8417822
75.27775192,75.8612664
75.30096241,75.89604408
75.32921244,75.92497102
75.36544792,75.95667919
75.39769761,75.98202183
75.42890751,76.01301421
75.45889562,76.04853808
75.48694686,76.08715511
75.529049,76.12597065
75.56665293,76.15336673
75.59664338,76.18267969
75.61744936,76.21096637
75.6450396,76.2536172
75.669672,76.29539259
75.68782979,76.32902145
75.72084817,76.36357898
75.75397973,76.37909851
75.77205443,76.40590195
75.79319991,76.43726651
75.8112278,76.46665562
75.82623813,76.50784539
75.84754751,76.54059602
75.88139879,76.5784022
75.90419646,76.61915097
75.92628432,76.65874076
75.95921143,76.68636972
75.99731806,76.70359156
76.02340625,76.74082703
76.0541464,76.78802382
76.09288095,76.82315225
76.11492085,76.84636053
76.14250077,76.86582156
76.17874602,76.8981734
76.19939959,76.92444107
76.23290514,76.94330887
76.24680156,76.98814467
76.26207641,77.01269711
76.29465615,77.05681645
76.33164163,77.0767343
76.36153045,77.12061257
76.38541998,77.15577927
76.42955026,77.18913995
76.45624888,77.21703856
76.47938513,77.24012525
76.50296666,77.27591335
76.53454007,77.30689697
76.57460374,77.34824791
76.61409138,77.39412486
76.62999107,77.43605046
76.65651916,77.46542482
76.6893257,77.49577284
76.71670244,77.51711087
76.73894448,77.53797009
76.76464724,77.57443946
76.80438548,77.6123063
76.8448809,77.63649147
76.88045074,77.67041734
76.91331889,77.68905089
76.94227814,77.7114252
76.95869292,77.74724145
76.98053866,77.77348801
77.01524429,77.79587833
77.0451108,77.84167366
77.07517476,77.88015856
77.09815091,77.91923382
77.13408515,77.9633629
77.16453398,78.00099614
77.19035153,78.02266271
77.21030608,78.05344259
77.23247232,78.09646543
77.24489784,78.13848909
77.27843417,78.17244202
77.29426838,78.20481002
77.32455359,78.23588907
77.37415372,78.2542704
77.40140745,78.29177546
77.43496865,78.31179521
77.46063008,78.33743152
77.48347144,78.35508342
77.51605745,78.37956721
77.53625293,78.41802741
77.56498191,78.43832781
77.59456657,78.4721163
77.62772132,78.50515287
77.66742942,78.53730981
77.70246775,78.57188308
77.73595717,78.59320512
77.77680226,78.61717806
77.81048293,78.64219751
77.85703954,78.66421802
77.88638242,78.67511855
77.92979267,78.7055474
77.97889234,78.72809359
78.0210265,78.75375759
78.05917049,78.78828126
78.09665956,78.80596464
78.11865402,78.83452544
78.15713624,78.86750572
78.18429176,78.89745967
78.21793858,78.91758853
78.25414603,78.93378497
78.30267877,78.95064933
78.32605026,78.97589219
78.35897903,78.99383867
78.39313638,79.01775839
78.42687878,79.03673897
78.46710214,79.05859182
78.50166412,79.08803689
78.52954313,79.11384417
78.55541624,79.1276547
78.57373565,79.15488884
78.60198805,79.18508583
78.64283375,79.22197579
78.68329242,79.24865003
78.71644997,79.2745948
78.75561704,79.28900598
78.7902646,79.30403232
78.82173932,79.33418943
78.8556047,79.34979873
78.89802928,79.37490953
78.92368744,79.41421821
78.95115149,79.43927166
79.00492502,79.4712398
79.04733627,79.49327552
79.08150912,79.51822201
79.12331067,79.55385056
79.14742413,79.58061192
79.177871,79.62127986
79.23094853,79.63431521
79.26703354,79.65953827
79.29702618,79.6845033
79.34857367,79.71730247
79.39374053,79.7333158
79.43179367,79.76255456
79.45550172,79.78685617
79.50237815,79.81576859
79.54518259,79.83947885
79.56220083,79.87293259
79.58521267,79.88731748
79.61037036,79.91176238
79.64307413,79.93966511
79.68563841,79.95268983
79.71125181,79.983747
79.74215574,80.01244312
79.79147266,80.04938683
79.82581934,80.07807711
79.86394434,80.09732633
79.89356227,80.11235814
79.92225221,80.13949827
79.96122451,80.17461402
79.9882285,80.1991943
80.01449109,80.21602833
80.04863988,80.24113395
80.0739441,80.26941325
80.09336449,80.29609115
80.13731853,80.31139756
80.16698103,80.3403601
80.1913766,80.36430523
80.23526626,80.39093796
80.2837318,80.41743531
80.31950309,80.4497482
80.3605138,80.46737385
80.39785128,80.50800419
80.4306489,80.52903655
80.48251687,80.56946833
80.53488796,80.60702159
80.57155855,80.64094155
80.59359874,80.66927064
80.618774,80.69783118
80.6540864,80.7356129
80.68392483,80.75421365
80.702696,80.77390994
80.74243435,80.79478654
80.76422986,80.83405456
80.78699362,80.86164574
80.81315292,80.89782917
